station,valid,tmpc,drct,sknt,vsby,wxcodes,skyc1,skyl1
BOS,2024-01-29 09:54,0.56,360.00,12.00,3.00,-SN BR,BKN,900.00
BOS,2024-01-29 10:54,0.56,360.00,15.00,5.00,-SN BR,SCT,900.00
BOS,2024-01-29 11:32,0.56,360.00,16.00,8.00,-SN,FEW,900.00
BOS,2024-01-29 12:54,0.56,360.00,17.00,10.00,null,SCT,1600.00
BOS,2024-01-29 13:54,0.56,350.00,12.00,10.00,null,BKN,1900.00
BOS,2024-01-29 14:54,1.11,360.00,16.00,10.00,null,BKN,2400.00
BOS,2024-01-29 15:54,1.67,360.00,17.00,10.00,null,SCT,2500.00
BOS,2024-01-29 16:54,2.22,360.00,22.00,10.00,null,BKN,3000.00
BOS,2024-01-29 17:54,2.22,360.00,18.00,10.00,null,BKN,3000.00
BOS,2024-01-29 18:54,2.22,10.00,15.00,10.00,null,FEW,2300.00
BOS,2024-01-29 19:54,2.22,10.00,17.00,10.00,null,FEW,2700.00
BOS,2024-01-29 20:54,1.67,360.00,12.00,10.00,null,FEW,1900.00
BOS,2024-01-29 21:54,1.67,360.00,13.00,10.00,null,FEW,1400.00
BOS,2024-01-29 22:54,1.67,350.00,13.00,10.00,null,FEW,1500.00
BOS,2024-01-29 23:54,1.67,350.00,12.00,10.00,-SN,FEW,1400.00
BOS,2024-01-30 00:54,1.11,360.00,13.00,9.00,null,FEW,1700.00
BOS,2024-01-30 01:54,1.11,10.00,11.00,9.00,-SN,FEW,1700.00
BOS,2024-01-30 02:54,1.11,360.00,15.00,9.00,-SN,OVC,2800.00
BOS,2024-01-30 03:54,0.56,360.00,9.00,10.00,null,OVC,3400.00
BOS,2024-01-30 04:54,0.56,360.00,8.00,10.00,null,FEW,1200.00
BOS,2024-01-30 05:54,0.00,360.00,9.00,10.00,-SN,FEW,1400.00
BOS,2024-01-30 06:54,0.00,10.00,9.00,9.00,-SN,FEW,1400.00
BOS,2024-01-30 07:54,0.00,10.00,8.00,9.00,-SN,FEW,1400.00
BOS,2024-01-30 08:54,-0.56,10.00,10.00,8.00,-SN,FEW,1500.00
BOS,2024-01-30 09:54,-0.56,20.00,9.00,7.00,-SN,SCT,1600.00
BOS,2024-01-30 10:54,-1.11,20.00,11.00,9.00,-SN,FEW,1300.00
BOS,2024-01-30 11:54,-1.11,40.00,13.00,9.00,-SN,FEW,1700.00
BOS,2024-01-30 12:54,-1.11,50.00,11.00,7.00,-SN,FEW,1100.00
BOS,2024-01-30 13:54,-1.67,50.00,16.00,9.00,-SN,FEW,1300.00
BOS,2024-01-30 14:54,-1.67,50.00,17.00,8.00,-SN,BKN,1700.00
BOS,2024-01-30 15:54,-2.22,40.00,16.00,10.00,null,OVC,2200.00
BOS,2024-01-30 16:54,-2.22,40.00,12.00,10.00,null,SCT,2800.00
BOS,2024-01-30 17:54,-2.22,40.00,10.00,10.00,null,FEW,2800.00
BOS,2024-01-30 18:54,-2.22,40.00,10.00,10.00,null,SCT,2700.00
BOS,2024-01-30 19:54,-2.78,60.00,9.00,10.00,null,BKN,2500.00
BOS,2024-01-30 20:54,-2.78,50.00,9.00,10.00,null,OVC,2300.00
BOS,2024-01-30 21:54,-3.33,30.00,6.00,10.00,null,OVC,2200.00
BOS,2024-01-30 22:54,-3.33,50.00,7.00,10.00,null,OVC,2100.00
BOS,2024-01-30 23:54,-3.33,60.00,7.00,10.00,null,BKN,2100.00
BOS,2024-01-31 00:54,-3.33,20.00,4.00,10.00,null,BKN,2100.00
BOS,2024-01-31 01:54,-2.78,80.00,5.00,10.00,null,BKN,2200.00
BOS,2024-01-31 02:54,-2.78,70.00,5.00,10.00,null,SCT,2200.00
BOS,2024-01-31 03:54,-2.78,100.00,3.00,10.00,null,BKN,2300.00
BOS,2024-01-31 04:54,-2.22,100.00,5.00,10.00,null,SCT,2400.00
BOS,2024-01-31 05:54,-2.22,100.00,3.00,10.00,null,BKN,2600.00
BOS,2024-01-31 06:54,-2.22,160.00,4.00,10.00,null,BKN,2300.00
BOS,2024-01-31 07:54,-2.22,230.00,3.00,10.00,null,BKN,2300.00
BOS,2024-01-31 08:54,-2.22,170.00,3.00,10.00,null,OVC,2300.00
BOS,2024-01-31 09:54,-2.22,230.00,5.00,10.00,null,OVC,2400.00
BOS,2024-01-31 10:54,-2.22,220.00,6.00,10.00,null,OVC,2500.00
BOS,2024-01-31 11:54,-2.22,220.00,6.00,10.00,null,BKN,2600.00
BOS,2024-01-31 12:54,-2.22,230.00,6.00,10.00,null,FEW,2600.00
BOS,2024-01-31 13:54,-1.67,190.00,4.00,10.00,null,FEW,2300.00
BOS,2024-01-31 14:54,-1.11,230.00,4.00,10.00,null,BKN,2200.00
BOS,2024-01-31 15:54,-0.56,180.00,4.00,10.00,null,FEW,2200.00
BOS,2024-01-31 16:54,-0.56,200.00,5.00,10.00,null,FEW,2200.00
BOS,2024-01-31 17:54,0.00,220.00,7.00,10.00,null,FEW,2200.00
BOS,2024-01-31 18:54,0.56,220.00,7.00,10.00,null,FEW,2200.00
BOS,2024-01-31 19:54,0.56,220.00,8.00,10.00,null,FEW,2200.00
BOS,2024-01-31 20:54,1.11,240.00,8.00,10.00,null,FEW,2500.00
BOS,2024-01-31 21:54,1.11,230.00,8.00,10.00,null,FEW,2200.00
BOS,2024-01-31 22:54,1.11,220.00,8.00,10.00,null,OVC,3500.00
BOS,2024-01-31 23:54,1.11,230.00,8.00,10.00,null,FEW,2100.00
